ip.src,ip.dst,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta,label
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,9728.0,1484.0,2072.0,0.0,0.0,0.0,16,0.003905,0.0,0.0,0.0,0,154.573614,0.000976,10.154487,0.000976,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64128.0,2072.0,1484.0,0.0,0.0,0.0,16,0.002927,0.0,0.0,0.0,0,154.575565,0.001951,10.156438,0.001951,bruteforce
167772687,167772674,60.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64240.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0,154.787358,0.211793,0.0,0.0,bruteforce
167772687,167772674,60.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64240.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0,154.787358,0.0,0.0,0.0,bruteforce
167772687,167772674,60.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64240.0,0.0,0.0,0.0,3.0,0.0,2,0.0,0.0,0.0,0.0,0,154.788333,0.000975,0.0,0.0,bruteforce
167772687,167772674,60.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64240.0,0.0,0.0,0.0,4.0,0.0,2,0.0,0.0,0.0,0.0,0,154.789309,0.000976,0.0,0.0,bruteforce
167772674,167772687,60.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5792.0,1.0,0.0,0.0,1.0,0.0,18,0.002929,0.0,0.0,0.0,0,154.790287,0.000978,0.002929,0.002929,bruteforce
167772674,167772687,60.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5792.0,1.0,0.0,0.0,2.0,0.0,18,0.003903,0.0,0.0,0.0,0,154.791261,0.000974,0.003903,0.003903,bruteforce
167772674,167772687,60.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5792.0,1.0,0.0,0.0,3.0,0.0,18,0.003906,0.0,0.0,0.0,0,154.792239,0.000978,0.003906,0.003906,bruteforce
167772674,167772687,60.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5792.0,1.0,0.0,0.0,4.0,0.0,18,0.003917,0.0,0.0,0.0,0,154.793226,0.000987,0.003917,0.003917,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,1.0,1.0,0.0,1.0,0.0,16,0.003963,0.0,0.0,0.0,0,154.79425,0.001024,0.006892,0.003963,bruteforce
167772687,167772674,74.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,1.0,1.0,22.0,1.0,0.0,24,0.0,0.0,0.0,0.0,0,154.795165,0.000915,0.007807,0.000915,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,1.0,1.0,0.0,2.0,0.0,16,0.004884,0.0,0.0,0.0,0,154.796145,0.00098,0.008787,0.004884,bruteforce
167772687,167772674,74.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,1.0,1.0,22.0,2.0,0.0,24,0.0,0.0,0.0,0.0,0,154.796145,0.0,0.008787,0.0,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,1.0,1.0,0.0,3.0,0.0,16,0.004878,0.0,0.0,0.0,0,154.797117,0.000972,0.008784,0.004878,bruteforce
167772687,167772674,74.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,1.0,1.0,22.0,3.0,0.0,24,0.0,0.0,0.0,0.0,0,154.798093,0.000976,0.00976,0.000976,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,1.0,1.0,0.0,4.0,0.0,16,0.004867,0.0,0.0,0.0,0,154.798093,0.0,0.008784,0.004867,bruteforce
167772687,167772674,74.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,1.0,1.0,22.0,4.0,0.0,24,0.0,0.0,0.0,0.0,0,154.800045,0.001952,0.010736,0.001952,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,1.0,0.0,1.0,0.0,16,0.005857,0.0,0.0,0.0,0,154.801022,0.000977,0.013664,0.005857,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,1.0,0.0,2.0,0.0,16,0.005852,0.0,0.0,0.0,0,154.801997,0.000975,0.014639,0.005852,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,1.0,0.0,3.0,0.0,16,0.004882,0.0,0.0,0.0,0,154.802975,0.000978,0.014642,0.004882,bruteforce
167772674,167772687,90.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,1.0,38.0,1.0,0.0,24,0.0,0.0,0.0,0.0,0,154.803949,0.000974,0.016591,0.002927,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,1.0,0.0,4.0,0.0,16,0.005856,0.0,0.0,0.0,0,154.805901,0.001952,0.016592,0.005856,bruteforce
167772674,167772687,90.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,1.0,38.0,2.0,0.0,24,0.0,0.0,0.0,0.0,0,154.807853,0.001952,0.020495,0.005856,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,39.0,23.0,0.0,1.0,0.0,16,0.006832,0.0,0.0,0.0,0,154.810781,0.002928,0.023423,0.006832,bruteforce
167772687,167772674,1028.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,39.0,23.0,976.0,1.0,0.0,24,0.0,0.0,0.0,0.0,0,154.81176,0.000979,0.024402,0.000979,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,39.0,23.0,0.0,2.0,0.0,16,0.005859,0.0,0.0,0.0,0,154.813712,0.001952,0.026354,0.005859,bruteforce
167772674,167772687,90.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,1.0,38.0,3.0,0.0,24,0.0,0.0,0.0,0.0,0,154.813712,0.0,0.025379,0.010737,bruteforce
167772687,167772674,1028.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,39.0,23.0,976.0,2.0,0.0,24,0.0,0.0,0.0,0.0,0,154.815661,0.001949,0.028303,0.001949,bruteforce
167772674,167772687,836.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,39.0,784.0,1.0,0.0,24,0.0,0.0,0.0,0.0,0,154.81664,0.000979,0.029282,0.00488,bruteforce
167772674,167772687,836.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,39.0,784.0,2.0,0.0,24,0.0,0.0,0.0,0.0,0,154.817615,0.000975,0.030257,0.001954,bruteforce
167772674,167772687,90.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,1.0,38.0,4.0,0.0,24,0.0,0.0,0.0,0.0,0,154.818589,0.000974,0.02928,0.012688,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,39.0,23.0,0.0,3.0,0.0,16,0.00683,0.0,0.0,0.0,0,154.820542,0.001953,0.032209,0.00683,bruteforce
167772687,167772674,1028.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,39.0,23.0,976.0,3.0,0.0,24,0.0,0.0,0.0,0.0,0,154.82152,0.000978,0.033187,0.000978,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64128.0,823.0,999.0,0.0,1.0,0.0,16,0.005854,0.0,0.0,0.0,0,154.822494,0.000974,0.035136,0.005854,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64128.0,823.0,999.0,0.0,2.0,0.0,16,0.005854,0.0,0.0,0.0,0,154.823469,0.000975,0.036111,0.005854,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,39.0,23.0,0.0,4.0,0.0,16,0.005858,0.0,0.0,0.0,0,154.824447,0.000978,0.035138,0.005858,bruteforce
167772687,167772674,1028.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64256.0,39.0,23.0,976.0,4.0,0.0,24,0.0,0.0,0.0,0.0,0,154.825424,0.000977,0.036115,0.000977,bruteforce
167772674,167772687,836.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,39.0,784.0,3.0,0.0,24,0.0,0.0,0.0,0.0,0,154.826399,0.000975,0.038066,0.004879,bruteforce
167772674,167772687,836.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,5824.0,23.0,39.0,784.0,4.0,0.0,24,0.0,0.0,0.0,0.0,0,154.828351,0.001952,0.039042,0.002927,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64128.0,823.0,999.0,0.0,3.0,0.0,16,0.002929,0.0,0.0,0.0,0,154.829328,0.000977,0.040995,0.002929,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64128.0,823.0,999.0,0.0,4.0,0.0,16,0.002928,0.0,0.0,0.0,0,154.831279,0.001951,0.04197,0.002928,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,7744.0,999.0,823.0,0.0,1.0,0.0,16,0.043919,0.0,0.0,0.0,0,154.855679,0.0244,0.068321,0.033185,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,7744.0,999.0,823.0,0.0,2.0,0.0,16,0.040018,0.0,0.0,0.0,0,154.855679,0.0,0.068321,0.03221,bruteforce
167772687,167772674,76.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64128.0,823.0,999.0,24.0,1.0,0.0,24,0.0,0.0,0.0,0.0,0,154.858607,0.002928,0.071249,0.002928,bruteforce
167772687,167772674,76.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64128.0,823.0,999.0,24.0,2.0,0.0,24,0.0,0.0,0.0,0.0,0,154.859581,0.000974,0.072223,0.003902,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,7744.0,1023.0,823.0,0.0,1.0,0.0,16,0.001952,0.0,0.0,0.0,0,154.860559,0.000978,0.073201,0.001952,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,7744.0,1023.0,823.0,0.0,2.0,0.0,16,0.001953,0.0,0.0,0.0,0,154.861534,0.000975,0.074176,0.001953,bruteforce
167772674,167772687,332.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,7744.0,1023.0,823.0,280.0,1.0,0.0,24,0.0,0.0,0.0,0.0,0,154.862509,0.000975,0.075151,0.00195,bruteforce
167772674,167772687,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,7744.0,999.0,823.0,0.0,3.0,0.0,16,0.042941,0.0,0.0,0.0,0,154.864461,0.001952,0.076128,0.035133,bruteforce
167772687,167772674,52.0,Set,Not set,0.0,0.0,0.0,64.0,TCP,64128.0,1103.0,1023.0,0.0,1.0,0.0,16,0.002928,0.0,0.0,0.0,0,154.865437,0.000976,0.078079,0.002928,bruteforce
