"ip.src","ip.dst","ip.len","ip.flags.df","ip.flags.mf","ip.fragment","ip.fragment.count","ip.fragments","ip.ttl","ip.proto","tcp.window_size","tcp.ack","tcp.seq","tcp.len","tcp.stream","tcp.urgent_pointer","tcp.flags","tcp.analysis.ack_rtt","tcp.segments","tcp.reassembled.length","http.request","udp.port","frame.time_relative","frame.time_delta","tcp.time_relative","tcp.time_delta"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64256","1","1","0","4","0","0x010","0.004867000","","","","","154.798093000","0.000000000","0.008784000","0.004867000"
"10.0.2.15","10.0.2.2","74","Set","Not set","","","","64","TCP","64256","1","1","22","4","0","0x018","","","","","","154.800045000","0.001952000","0.010736000","0.001952000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","5824","23","1","0","1","0","0x010","0.005857000","","","","","154.801022000","0.000977000","0.013664000","0.005857000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","5824","23","1","0","2","0","0x010","0.005852000","","","","","154.801997000","0.000975000","0.014639000","0.005852000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","5824","23","1","0","3","0","0x010","0.004882000","","","","","154.802975000","0.000978000","0.014642000","0.004882000"
"10.0.2.2","10.0.2.15","90","Set","Not set","","","","64","TCP","5824","23","1","38","1","0","0x018","","","","","","154.803949000","0.000974000","0.016591000","0.002927000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","5824","23","1","0","4","0","0x010","0.005856000","","","","","154.805901000","0.001952000","0.016592000","0.005856000"
"10.0.2.2","10.0.2.15","90","Set","Not set","","","","64","TCP","5824","23","1","38","2","0","0x018","","","","","","154.807853000","0.001952000","0.020495000","0.005856000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64256","39","23","0","1","0","0x010","0.006832000","","","","","154.810781000","0.002928000","0.023423000","0.006832000"
"10.0.2.15","10.0.2.2","1028","Set","Not set","","","","64","TCP","64256","39","23","976","1","0","0x018","","","","","","154.811760000","0.000979000","0.024402000","0.000979000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64256","39","23","0","2","0","0x010","0.005859000","","","","","154.813712000","0.001952000","0.026354000","0.005859000"
"10.0.2.2","10.0.2.15","90","Set","Not set","","","","64","TCP","5824","23","1","38","3","0","0x018","","","","","","154.813712000","0.000000000","0.025379000","0.010737000"
"10.0.2.15","10.0.2.2","1028","Set","Not set","","","","64","TCP","64256","39","23","976","2","0","0x018","","","","","","154.815661000","0.001949000","0.028303000","0.001949000"
"10.0.2.2","10.0.2.15","836","Set","Not set","","","","64","TCP","5824","23","39","784","1","0","0x018","","","","","","154.816640000","0.000979000","0.029282000","0.004880000"
"10.0.2.2","10.0.2.15","836","Set","Not set","","","","64","TCP","5824","23","39","784","2","0","0x018","","","","","","154.817615000","0.000975000","0.030257000","0.001954000"
"10.0.2.2","10.0.2.15","90","Set","Not set","","","","64","TCP","5824","23","1","38","4","0","0x018","","","","","","154.818589000","0.000974000","0.029280000","0.012688000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64256","39","23","0","3","0","0x010","0.006830000","","","","","154.820542000","0.001953000","0.032209000","0.006830000"
"10.0.2.15","10.0.2.2","1028","Set","Not set","","","","64","TCP","64256","39","23","976","3","0","0x018","","","","","","154.821520000","0.000978000","0.033187000","0.000978000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","823","999","0","1","0","0x010","0.005854000","","","","","154.822494000","0.000974000","0.035136000","0.005854000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","823","999","0","2","0","0x010","0.005854000","","","","","154.823469000","0.000975000","0.036111000","0.005854000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64256","39","23","0","4","0","0x010","0.005858000","","","","","154.824447000","0.000978000","0.035138000","0.005858000"
"10.0.2.15","10.0.2.2","1028","Set","Not set","","","","64","TCP","64256","39","23","976","4","0","0x018","","","","","","154.825424000","0.000977000","0.036115000","0.000977000"
"10.0.2.2","10.0.2.15","836","Set","Not set","","","","64","TCP","5824","23","39","784","3","0","0x018","","","","","","154.826399000","0.000975000","0.038066000","0.004879000"
"10.0.2.2","10.0.2.15","836","Set","Not set","","","","64","TCP","5824","23","39","784","4","0","0x018","","","","","","154.828351000","0.001952000","0.039042000","0.002927000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","823","999","0","3","0","0x010","0.002929000","","","","","154.829328000","0.000977000","0.040995000","0.002929000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","823","999","0","4","0","0x010","0.002928000","","","","","154.831279000","0.001951000","0.041970000","0.002928000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","7744","999","823","0","1","0","0x010","0.043919000","","","","","154.855679000","0.024400000","0.068321000","0.033185000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","7744","999","823","0","2","0","0x010","0.040018000","","","","","154.855679000","0.000000000","0.068321000","0.032210000"
"10.0.2.15","10.0.2.2","76","Set","Not set","","","","64","TCP","64128","823","999","24","1","0","0x018","","","","","","154.858607000","0.002928000","0.071249000","0.002928000"
"10.0.2.15","10.0.2.2","76","Set","Not set","","","","64","TCP","64128","823","999","24","2","0","0x018","","","","","","154.859581000","0.000974000","0.072223000","0.003902000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","7744","1023","823","0","1","0","0x010","0.001952000","","","","","154.860559000","0.000978000","0.073201000","0.001952000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","7744","1023","823","0","2","0","0x010","0.001953000","","","","","154.861534000","0.000975000","0.074176000","0.001953000"
"10.0.2.2","10.0.2.15","332","Set","Not set","","","","64","TCP","7744","1023","823","280","1","0","0x018","","","","","","154.862509000","0.000975000","0.075151000","0.001950000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","7744","999","823","0","3","0","0x010","0.042941000","","","","","154.864461000","0.001952000","0.076128000","0.035133000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","1103","1023","0","1","0","0x010","0.002928000","","","","","154.865437000","0.000976000","0.078079000","0.002928000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","7744","999","823","0","4","0","0x010","0.040013000","","","","","154.865437000","0.000000000","0.076128000","0.034158000"
"10.0.2.15","10.0.2.2","76","Set","Not set","","","","64","TCP","64128","823","999","24","3","0","0x018","","","","","","154.870319000","0.004882000","0.081986000","0.005858000"
"10.0.2.15","10.0.2.2","76","Set","Not set","","","","64","TCP","64128","823","999","24","4","0","0x018","","","","","","154.871293000","0.000974000","0.081984000","0.005856000"
"10.0.2.2","10.0.2.15","332","Set","Not set","","","","64","TCP","7744","1023","823","280","2","0","0x018","","","","","","154.871293000","0.000000000","0.083935000","0.009759000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","7744","1023","823","0","3","0","0x010","0.002927000","","","","","154.873246000","0.001953000","0.084913000","0.002927000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","7744","1023","823","0","4","0","0x010","0.002931000","","","","","154.874224000","0.000978000","0.084915000","0.002931000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","1103","1023","0","2","0","0x010","0.002931000","","","","","154.874224000","0.000000000","0.086866000","0.002931000"
"10.0.2.2","10.0.2.15","332","Set","Not set","","","","64","TCP","7744","1023","823","280","3","0","0x018","","","","","","154.879101000","0.004877000","0.090768000","0.005855000"
"10.0.2.15","10.0.2.2","324","Set","Not set","","","","64","TCP","64128","1103","1023","272","1","0","0x018","","","","","","154.880080000","0.000979000","0.092722000","0.014643000"
"10.0.2.15","10.0.2.2","324","Set","Not set","","","","64","TCP","64128","1103","1023","272","2","0","0x018","","","","","","154.881053000","0.000973000","0.093695000","0.006829000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","1103","1023","0","3","0","0x010","0.003905000","","","","","154.883006000","0.001953000","0.094673000","0.003905000"
"10.0.2.15","10.0.2.2","324","Set","Not set","","","","64","TCP","64128","1103","1023","272","3","0","0x018","","","","","","154.886945000","0.003939000","0.098612000","0.003939000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1295","1103","0","1","0","0x010","0.034738000","","","","","154.914818000","0.027873000","0.127460000","0.034738000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1295","1103","0","2","0","0x010","0.033765000","","","","","154.914818000","0.000000000","0.127460000","0.033765000"
"10.0.2.2","10.0.2.15","900","Set","Not set","","","","64","TCP","9728","1295","1103","848","1","0","0x018","","","","","","154.919698000","0.004880000","0.132340000","0.004880000"
"10.0.2.2","10.0.2.15","900","Set","Not set","","","","64","TCP","9728","1295","1103","848","2","0","0x018","","","","","","154.919698000","0.000000000","0.132340000","0.004880000"
"10.0.2.2","10.0.2.15","900","Set","Not set","","","","64","TCP","9728","1295","1103","848","3","0","0x018","0.033730000","","","","","154.920675000","0.000977000","0.132342000","0.033730000"
"10.0.2.2","10.0.2.15","332","Set","Not set","","","","64","TCP","7744","1023","823","280","4","0","0x018","","","","","","154.921656000","0.000981000","0.132347000","0.047432000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","1951","1295","0","3","0","0x010","0.003902000","","","","","154.924577000","0.002921000","0.136244000","0.003902000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","1103","1023","0","4","0","0x010","0.003897000","","","","","154.925553000","0.000976000","0.136244000","0.003897000"
"10.0.2.15","10.0.2.2","324","Set","Not set","","","","64","TCP","64128","1103","1023","272","4","0","0x018","","","","","","154.931410000","0.005857000","0.142101000","0.005857000"
"10.0.2.15","10.0.2.2","68","Set","Not set","","","","64","TCP","64128","1951","1295","16","2","0","0x018","0.013696000","","","","","154.933394000","0.001984000","0.146036000","0.013696000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1295","1103","0","4","0","0x010","0.002926000","","","","","154.934336000","0.000942000","0.145027000","0.002926000"
"10.0.2.15","10.0.2.2","68","Set","Not set","","","","64","TCP","64128","1951","1295","16","3","0","0x018","","","","","","154.935312000","0.000976000","0.146979000","0.010735000"
"10.0.2.15","10.0.2.2","68","Set","Not set","","","","64","TCP","64128","1951","1295","16","1","0","0x018","0.017569000","","","","","154.937267000","0.001955000","0.149909000","0.017569000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1311","1951","0","1","0","0x010","0.007808000","","","","","154.945075000","0.007808000","0.157717000","0.007808000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1311","1951","0","2","0","0x010","0.011681000","","","","","154.945075000","0.000000000","0.157717000","0.011681000"
"10.0.2.15","10.0.2.2","104","Set","Not set","","","","64","TCP","64128","1951","1311","52","1","0","0x018","","","","","","154.947026000","0.001951000","0.159668000","0.001951000"
"10.0.2.15","10.0.2.2","104","Set","Not set","","","","64","TCP","64128","1951","1311","52","2","0","0x018","","","","","","154.948000000","0.000974000","0.160642000","0.002925000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1363","1951","0","1","0","0x010","0.002929000","","","","","154.949955000","0.001955000","0.162597000","0.002929000"
"10.0.2.2","10.0.2.15","104","Set","Not set","","","","64","TCP","9728","1363","1951","52","1","0","0x018","","","","","","154.949955000","0.000000000","0.162597000","0.000000000"
"10.0.2.15","10.0.2.2","120","Set","Not set","","","","64","TCP","64128","2003","1363","68","1","0","0x018","0.002926000","","","","","154.952881000","0.002926000","0.165523000","0.002926000"
"10.0.2.2","8.8.8.8","68","Set","Not set","","","","64","UDP","","","","","","","","","","","","45559,53","154.954833000","0.001952000","",""
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1363","1951","0","2","0","0x010","0.006833000","","","","","154.954833000","0.000000000","0.167475000","0.006833000"
"10.0.2.2","10.0.2.15","104","Set","Not set","","","","64","TCP","9728","1363","1951","52","2","0","0x018","","","","","","154.955809000","0.000976000","0.168451000","0.000976000"
"10.0.2.2","10.0.2.15","900","Set","Not set","","","","64","TCP","9728","1295","1103","848","4","0","0x018","","","","","","154.956784000","0.000975000","0.167475000","0.022448000"
"10.0.2.15","10.0.2.2","120","Set","Not set","","","","64","TCP","64128","2003","1363","68","2","0","0x018","0.002927000","","","","","154.958736000","0.001952000","0.171378000","0.002927000"
"10.0.2.15","10.0.2.2","52","Set","Not set","","","","64","TCP","64128","1951","1295","0","4","0","0x010","0.003906000","","","","","154.960690000","0.001954000","0.171381000","0.003906000"
"10.0.2.2","8.8.8.8","68","Set","Not set","","","","64","UDP","","","","","","","","","","","","34898,53","154.962653000","0.001963000","",""
"10.0.2.15","10.0.2.2","68","Set","Not set","","","","64","TCP","64128","1951","1295","16","4","0","0x018","","","","","","154.971425000","0.008772000","0.182116000","0.010735000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1311","1951","0","3","0","0x010","0.040050000","","","","","154.975362000","0.003937000","0.187029000","0.040050000"
"10.0.2.15","10.0.2.2","104","Set","Not set","","","","64","TCP","64128","1951","1311","52","3","0","0x018","","","","","","154.977282000","0.001920000","0.188949000","0.001920000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1363","1951","0","3","0","0x010","0.002927000","","","","","154.980209000","0.002927000","0.191876000","0.002927000"
"10.0.2.2","10.0.2.15","104","Set","Not set","","","","64","TCP","9728","1363","1951","52","3","0","0x018","","","","","","154.982196000","0.001987000","0.193863000","0.001987000"
"10.0.2.15","10.0.2.2","120","Set","Not set","","","","64","TCP","64128","2003","1363","68","3","0","0x018","0.002893000","","","","","154.985089000","0.002893000","0.196756000","0.002893000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1431","2003","0","1","0","0x010","0.032208000","","","","","154.985089000","0.000000000","0.197731000","0.032208000"
"10.0.2.2","8.8.8.8","68","Set","Not set","","","","64","UDP","","","","","","","","","","","","50265,53","154.988018000","0.002929000","",""
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1431","2003","0","2","0","0x010","0.037089000","","","","","154.995825000","0.007807000","0.208467000","0.037089000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1311","1951","0","4","0","0x010","0.033183000","","","","","155.004608000","0.008783000","0.215299000","0.033183000"
"10.0.2.15","10.0.2.2","104","Set","Not set","","","","64","TCP","64128","1951","1311","52","4","0","0x018","","","","","","155.007569000","0.002961000","0.218260000","0.002961000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1363","1951","0","4","0","0x010","0.001919000","","","","","155.009488000","0.001919000","0.220179000","0.001919000"
"10.0.2.2","10.0.2.15","104","Set","Not set","","","","64","TCP","9728","1363","1951","52","4","0","0x018","","","","","","155.010467000","0.000979000","0.221158000","0.000979000"
"10.0.2.15","10.0.2.2","120","Set","Not set","","","","64","TCP","64128","2003","1363","68","4","0","0x018","0.001951000","","","","","155.012418000","0.001951000","0.223109000","0.001951000"
"10.0.2.2","8.8.8.8","68","Set","Not set","","","","64","UDP","","","","","","","","","","","","43909,53","155.014369000","0.001951000","",""
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1431","2003","0","3","0","0x010","0.040016000","","","","","155.025105000","0.010736000","0.236772000","0.040016000"
"10.0.2.2","10.0.2.15","52","Set","Not set","","","","64","TCP","9728","1431","2003","0","4","0","0x010","0.034164000","","","","","155.046582000","0.021477000","0.257273000","0.034164000"
"","","","","","","","","","","","","","","","","","","","","","","155.543057000","0.496475000","",""
"10.0.2.2","8.8.8.8","68","Set","Not set","","","","64","UDP","","","","","","","","","","","","45559,53","159.957756000","4.414699000","",""
"10.0.2.2","8.8.8.8","68","Set","Not set","","","","64","UDP","","","","","","","","","","","","34898,53","159.958739000","0.000983000","",""
